Compound,Count,Date,Negative,Neutral,Positive,Tweet Text,User
-0.0772,73,Tue Jun 26 12:20:12 +0000 2018,0.071,0.929,0.0,"Prince William's $5,500-a-night hotel suite in Jerusalem provided him with tea and silver tea strainers specially f… https://t.co/T7t5yULuRy",@CNN
0.0,74,Tue Jun 26 12:16:35 +0000 2018,0.0,1.0,0.0,RT @cnni: The 2018 #WorldCup is in full swing. Do you have questions about how the tournament is going so far? CNN's @alexthomascnn is with…,@CNN
0.0,75,Tue Jun 26 12:08:30 +0000 2018,0.0,1.0,0.0,"Japan's Princess Ayako announced she's marrying a non-royal, a move that will force her to renounce her royal statu… https://t.co/XUIBEItTjw",@CNN
0.0,76,Tue Jun 26 11:57:20 +0000 2018,0.0,1.0,0.0,"Catholic Church suspends priest who rapped sermons, saying ""the use of rap music is not allowed in preaching""… https://t.co/6xjDJT2kWi",@CNN
0.4767,77,Tue Jun 26 11:43:56 +0000 2018,0.0,0.853,0.147,An engineered version of poliovirus improved the overall survival rate of patients with a lethal form of brain canc… https://t.co/y7BqZb2m7P,@CNN
0.4215,78,Tue Jun 26 11:39:19 +0000 2018,0.065,0.787,0.148,"General Electric is spinning off its health care business, shrinking itself even further to pay down a mountain of… https://t.co/kzCqlCiSIA",@CNN
0.0,79,Tue Jun 26 11:26:27 +0000 2018,0.0,1.0,0.0,Australia is spending billions on unmanned spy drones https://t.co/Du5chZ0Srd https://t.co/w4lYS8ZhsG,@CNN
0.0,80,Tue Jun 26 11:16:12 +0000 2018,0.0,1.0,0.0,Could pills soon replace insulin shots for diabetes patients? Here's a look at the latest research:… https://t.co/dDI966dPHT,@CNN
-0.4588,81,Tue Jun 26 11:07:43 +0000 2018,0.143,0.857,0.0,"To defeat Trump in 2020, Democrats will need:
•Exciting candidates and big ideas
•First-rate ground game
•Strong fu… https://t.co/6dE1D6sdMX",@CNN
0.0,82,Tue Jun 26 10:59:24 +0000 2018,0.0,1.0,0.0,This 13th century illustration of a cockatoo suggests that trade off the coast of Australia was occurring much earl… https://t.co/BSelSiAB7J,@CNN
-0.4588,83,Tue Jun 26 10:49:37 +0000 2018,0.13,0.87,0.0,A Latino man and his mother who were doing yard work in California were verbally attacked by a woman who called the… https://t.co/Xxc2zjFr93,@CNN
0.5267,84,Tue Jun 26 10:40:06 +0000 2018,0.0,0.841,0.159,The conservative bloc under Chief Justice John Roberts has made it plain that concerns about race discrimination si… https://t.co/JqIJzsEi4B,@CNN
0.3612,85,Tue Jun 26 10:28:14 +0000 2018,0.0,0.884,0.116,One of Canada's biggest music festivals is on pause because of a small bird and her nest of four eggs… https://t.co/aHFGwq2GSw,@CNN
0.0,86,Tue Jun 26 10:16:33 +0000 2018,0.0,1.0,0.0,McDonald's and Starbucks are among dozens of companies caught in a crackdown on plastics in India https://t.co/NgmApTcL9a,@CNN
-0.296,87,Tue Jun 26 10:04:55 +0000 2018,0.109,0.891,0.0,Rescuers continue to search a partially flooded cave complex where 12 missing boys and their soccer coach are thoug… https://t.co/0GR0RgN39v,@CNN
0.0,88,Tue Jun 26 09:53:35 +0000 2018,0.0,1.0,0.0,The US is cracking down on North Korea's army of overseas workers https://t.co/ByceUDIdz2 https://t.co/5hFv9gPGxt,@CNN
0.0,89,Tue Jun 26 09:42:19 +0000 2018,0.0,1.0,0.0,The oil and gas industry is coming for Colorado's sand dunes https://t.co/mirY5GEYgq via @CNNOpinion https://t.co/YJe3gTvoyj,@CNN
-0.4019,90,Tue Jun 26 09:31:10 +0000 2018,0.124,0.876,0.0,"Her doctor said it was all in her head. It wasn't. 

It was POTS: a little-known disorder causing heart palpitation… https://t.co/Oa7A4y3V7i",@CNN
0.0,91,Tue Jun 26 09:20:08 +0000 2018,0.0,1.0,0.0,"More than 8,000 acres burned by wildfires in Northern California https://t.co/1pn4MaJvuN https://t.co/nMFaIr9dFq",@CNN
-0.7184,92,Tue Jun 26 08:51:49 +0000 2018,0.375,0.625,0.0,A child fired a loaded gun he found in a couch at IKEA https://t.co/ebreAtWIEA https://t.co/6b1tINtget,@CNN
-0.4588,93,Tue Jun 26 08:26:42 +0000 2018,0.16,0.777,0.063,Nigeria has overtaken India as the country with the largest number of people living in extreme poverty https://t.co/AMMCaPdEIm,@CNN
-0.765,94,Tue Jun 26 08:02:17 +0000 2018,0.375,0.625,0.0,Entire police force of Mexico town detained after mayoral candidate's assassination https://t.co/JrTKDzfpDv https://t.co/g8gAqO8ptJ,@CNN
-0.4588,95,Tue Jun 26 07:38:23 +0000 2018,0.13,0.87,0.0,A Latino man and his mother who were doing yard work in California were verbally attacked by a woman who called the… https://t.co/bc4ILulfwQ,@CNN
0.0,96,Tue Jun 26 07:30:07 +0000 2018,0.0,1.0,0.0,"The elaborate customized cars of Japan's ""lowriding"" subculture https://t.co/bxOLz1u9xc https://t.co/oT5YVsK4xI",@CNN
-0.4939,97,Tue Jun 26 07:27:02 +0000 2018,0.242,0.758,0.0,Doctor in Spain faces court over Franco-era 'stolen babies' https://t.co/ZxQ3pS3Jx8 https://t.co/VSOT6VMfEa,@CNN
0.0,98,Tue Jun 26 07:15:25 +0000 2018,0.0,1.0,0.0,Heathrow gets go ahead to become world's biggest airport https://t.co/prm8lcOYC5 via @CNNTravel https://t.co/q0uBmd41m4,@CNN
0.4019,99,Tue Jun 26 07:00:05 +0000 2018,0.0,0.69,0.31,FDA approves first cannabis-based drug https://t.co/JrR4eQ9qSI https://t.co/R7HKTtCfGN,@CNN
-0.4767,0,Wed Jun 27 01:18:00 +0000 2018,0.171,0.829,0.0,.@TuckerCarlson: The Country Badly Needs the Adults on the Left to 'Rein in the Mob' https://t.co/iQ7YcurMBK,@FoxNews
0.0,1,Wed Jun 27 01:10:00 +0000 2018,0.0,1.0,0.0,"On #TheStory, @RepAndyBiggsAZ said that while he is “all for passion” and “commitment to your principles and debate… https://t.co/kjQ13FxZIH",@FoxNews
-0.0772,2,Wed Jun 27 01:03:11 +0000 2018,0.126,0.874,0.0,Deputy exposed to fentanyl via flyer placed on vehicle https://t.co/hC6meqRp8Z,@FoxNews
-0.5719,3,Wed Jun 27 00:54:00 +0000 2018,0.271,0.64,0.089,Dogs sniffing out drugs in the mail are important weapons in fight against opioid epidemic. https://t.co/cskRlOpFQ9,@FoxNews
-0.4404,4,Wed Jun 27 00:44:06 +0000 2018,0.302,0.698,0.0,Activist group cancels 'die-in' protest scheduled at Walt Disney World. https://t.co/8eKT8C6WqK,@FoxNews
0.0,5,Wed Jun 27 00:35:26 +0000 2018,0.0,1.0,0.0,Body found at home of NY Giants star Janoris Jenkins. https://t.co/3KuUUUQi2U,@FoxNews
0.0,6,Wed Jun 27 00:28:32 +0000 2018,0.0,1.0,0.0,Michael Grimm aims for redemption in House race. https://t.co/1AJKqnAxxr,@FoxNews
0.2263,7,Wed Jun 27 00:25:53 +0000 2018,0.0,0.917,0.083,".@NickFoles: ""I know when I'm going through [a] trial, God's always trying to teach me something and allow me to gr… https://t.co/Ovkbz1s8to",@FoxNews
0.7672,8,Wed Jun 27 00:22:59 +0000 2018,0.0,0.662,0.338,"“SARAH SANDERS WELCOME ANY TIME.""

This New York restaurant put a sign up welcoming @PressSec. https://t.co/m121zNckT8",@FoxNews
0.0,9,Wed Jun 27 00:20:00 +0000 2018,0.0,1.0,0.0,Oakland residents call police on black firefighter doing his job. https://t.co/vBxTtr9Rcn,@FoxNews
-0.8402,10,Wed Jun 27 00:12:36 +0000 2018,0.474,0.526,0.0,"Dozens of illegal immigrants abandoned by smugglers in Arizona, Border Patrol says. https://t.co/hVue18hGco",@FoxNews
0.0,11,Wed Jun 27 00:08:02 +0000 2018,0.0,1.0,0.0,".@NickFoles: ""Sometimes we get an identity in what we do, and it's not really who we are. It's a part of who we are… https://t.co/Z48tAfSkpd",@FoxNews
0.6369,12,Wed Jun 27 00:06:35 +0000 2018,0.0,0.781,0.219,DOJ watchdog report sheds light on the love lives of two more anti-Trump FBI employees. https://t.co/XhFRDZDdsb,@FoxNews
0.4019,13,Wed Jun 27 00:03:25 +0000 2018,0.0,0.816,0.184,".@NickFoles: ""Once we executed it, the 'Philly Special' came to life."" #TheStory https://t.co/hyiojJeofr",@FoxNews
0.0,14,Wed Jun 27 00:02:00 +0000 2018,0.0,1.0,0.0,Polls close in South Carolina as Gov. McMaster faces a runoff. https://t.co/Eirz4O4afo,@FoxNews
0.9041,15,Tue Jun 26 23:59:59 +0000 2018,0.0,0.588,0.412,".@NickFoles on @Eagles Super Bowl win: ""Preparing for the game with my teammates I was really confident. We played… https://t.co/S8kwFEsxYn",@FoxNews
-0.3818,16,Tue Jun 26 23:54:27 +0000 2018,0.133,0.867,0.0,".@LindseyGrahamSC: ""I think @JohnBrennan has shown a dislike for the president that questions whether or not he act… https://t.co/7v4xtYwPWd",@FoxNews
0.0,17,Tue Jun 26 23:48:12 +0000 2018,0.0,1.0,0.0,".@LindseyGrahamSC: ""The person in charge of the #Clinton email investigation, Mr. Strzok, and Ms. Page were in the… https://t.co/SyvwP95VM3",@FoxNews
0.0387,18,Tue Jun 26 23:43:43 +0000 2018,0.11,0.733,0.157,"Mike German: ""Let's focus on those very few people who are actually posing a problem and not impose a hardship on t… https://t.co/FQsg77A1Ea",@FoxNews
-0.5574,19,Tue Jun 26 23:37:03 +0000 2018,0.175,0.825,0.0,".@MorriseyWV on travel ban: ""This is the right decision. President @realDonaldTrump has stood up for national secur… https://t.co/gDUzlhW6yh",@FoxNews
0.6808,20,Tue Jun 26 23:27:28 +0000 2018,0.0,0.752,0.248,".@RepAndyBiggsAZ: ""I'm all for passion. I'm all for commitment to your principles and debate and discourse, and som… https://t.co/DxBzQWWlAN",@FoxNews
0.0,21,Tue Jun 26 23:20:54 +0000 2018,0.0,1.0,0.0,"Senator @ChrisCoons: ""I do think that [@RepMaxineWaters] should be saying, 'That wasn't an appropriate statement an… https://t.co/l2XxNlJk4x",@FoxNews
0.0,22,Tue Jun 26 23:11:40 +0000 2018,0.0,1.0,0.0,"Senator @ChrisCoons: ""It's a little bit harder to throw a punch at someone on the floor if you start the day holdin… https://t.co/eKLiCdLOFJ",@FoxNews
0.0,23,Tue Jun 26 23:05:00 +0000 2018,0.0,1.0,0.0,"Two Detroit @Tigers stars and Cuba natives, Leonys Martin and Jose Iglesias, were among a group of people who were… https://t.co/97LOYAvsYK",@FoxNews
0.3818,24,Tue Jun 26 23:01:43 +0000 2018,0.097,0.728,0.175,Demonstrators protest the U.S. Supreme Court’s decision to uphold the latest version of President Trump's controver… https://t.co/EmE6fuVhZn,@FoxNews
0.0,25,Tue Jun 26 22:51:41 +0000 2018,0.0,1.0,0.0,A preview of the GOP Senate primary race in Utah ahead of the polls closing. #SpecialReport https://t.co/OKSHweINSH,@FoxNews
0.0,26,Tue Jun 26 22:36:24 +0000 2018,0.0,1.0,0.0,'Naked' passenger jumped off plane onto tarmac at Atlanta airport. https://t.co/KvIjo0oHcA,@FoxNews
0.0,27,Tue Jun 26 22:19:20 +0000 2018,0.0,1.0,0.0,"'The Red Hen' restaurant that kicked out @PressSec Sarah Sanders on Friday will remain closed until next week, and… https://t.co/mDkrhiQkmA",@FoxNews
0.128,28,Tue Jun 26 22:06:36 +0000 2018,0.143,0.677,0.18,"Police officer slashed, security guard shot during rampage in Japan. https://t.co/7UoVVosp6E",@FoxNews
0.5423,29,Tue Jun 26 22:00:11 +0000 2018,0.0,0.667,0.333,.@GregGutfeld on starting a new peace movement. #TheFive https://t.co/Z7E4rUTiVa,@FoxNews
-0.765,30,Tue Jun 26 21:58:53 +0000 2018,0.292,0.708,0.0,"NTSB: Tesla was going 116 mph at time of fatal Florida accident, battery pack reignited twice afterwards. https://t.co/rkKHQsxsJz",@FoxNews
0.2263,31,Tue Jun 26 21:52:18 +0000 2018,0.179,0.547,0.274,"Chicago bar apologizes for 'MAGA' hats, face tattoos ban, says 'everyone is welcome' https://t.co/87Q9qksMos",@FoxNews
-0.5719,32,Tue Jun 26 21:42:25 +0000 2018,0.236,0.764,0.0,.@BritHume: Maxine Waters contributes to the poisonous atmosphere in Washington. (via @foxnewsopinion) https://t.co/AKcMlVLFyP,@FoxNews
0.0,33,Tue Jun 26 21:34:51 +0000 2018,0.0,1.0,0.0,"Woman allegedly had boyfriend punch her in stomach to terminate pregnancy, police say. https://t.co/4GEqYFXP5W",@FoxNews
-0.2263,34,Tue Jun 26 21:31:29 +0000 2018,0.211,0.65,0.138,Spirit Airlines passenger has erratic outburst during emergency landing. https://t.co/uZhdQiMKpW,@FoxNews
-0.3182,35,Tue Jun 26 21:22:38 +0000 2018,0.204,0.796,0.0,Massachusetts police release lost Rottweiler after family ‘posts bail’ https://t.co/7HxyIEmky4,@FoxNews
0.0,36,Tue Jun 26 21:17:00 +0000 2018,0.0,1.0,0.0,"A new supervolcano is brewing under Massachusetts, Vermont and New Hampshire. https://t.co/ZSWkWXFvYY",@FoxNews
-0.4939,37,Tue Jun 26 21:12:27 +0000 2018,0.286,0.714,0.0,"Texas hospital blast, collapse reported amid construction expansion https://t.co/AjVitRyzeo",@FoxNews
-0.7351,38,Tue Jun 26 21:08:50 +0000 2018,0.237,0.763,0.0,".@TheJuanWilliams: ""I do think that we are out of control in terms of the mockery, the bullying, the kind of attitu… https://t.co/salb5FIwbf",@FoxNews
0.5574,39,Tue Jun 26 21:06:43 +0000 2018,0.0,0.825,0.175,"At a meeting with members of Congress, @POTUS talked about the Supreme Court ruling upholding the travel ban.… https://t.co/m1Qj4rWjTN",@FoxNews
0.0,40,Tue Jun 26 21:02:16 +0000 2018,0.0,1.0,0.0,.@cvpayne: Harley-Davidson Using Trump's Tariffs as 'Cover' for Moving Production Overseas https://t.co/l7kvNIcqwF,@FoxNews
-0.2263,41,Tue Jun 26 21:00:39 +0000 2018,0.117,0.819,0.064,North Dakota mayor moves to abolish town government to prevent white supremacists from taking over. https://t.co/5xoICCaPxI,@FoxNews
0.0,42,Tue Jun 26 20:35:05 +0000 2018,0.0,1.0,0.0,THURSDAY: @BretBaier and @marthamaccallum moderate the Florida GOP gubernatorial debate at 6:30p ET on Fox News Cha… https://t.co/jeTfhRQeLY,@FoxNews
0.2716,43,Tue Jun 26 20:25:14 +0000 2018,0.0,0.851,0.149,.@shelbyholliday: “I think politically this is an extremely important decision.” https://t.co/YJoYrCncJe #Cavuto https://t.co/r5fq1iFewi,@FoxNews
-0.5106,44,Tue Jun 26 20:18:40 +0000 2018,0.202,0.798,0.0,.@Theonlyhonest: “I think the court here failed to look at intent.” https://t.co/YJoYrCncJe #Cavuto https://t.co/29ALvyHVg0,@FoxNews
0.0,45,Tue Jun 26 20:12:54 +0000 2018,0.209,0.581,0.209,.@Judgenap reacts to the Supreme Court travel ban ruling https://t.co/YJoYrCncJe #Cavuto https://t.co/z5sqrWWGnv,@FoxNews
0.743,46,Tue Jun 26 20:04:46 +0000 2018,0.0,0.717,0.283,".@POTUS presents the Medal of Honor to Pauline Conner, widow of 1st Lt. Garlin Murl Conner. https://t.co/wQVVkvWWsb https://t.co/DAiLGSndyf",@FoxNews
0.743,47,Tue Jun 26 19:59:29 +0000 2018,0.0,0.741,0.259,".@POTUS on Medal of Honor recipient Garlin Murl Conner: ""As bullets flew all around him, Lt. Conner directed artill… https://t.co/MShdzAiMYu",@FoxNews
0.6705,48,Tue Jun 26 19:58:10 +0000 2018,0.0,0.784,0.216,".@POTUS: ""Lt. Garlin Murl Conner was indeed a giant in his daring, in his devotion, in his duty. He was larger than… https://t.co/gnt3UIWdEQ",@FoxNews
0.4019,49,Tue Jun 26 19:46:59 +0000 2018,0.12,0.669,0.211,".@POTUS on Medal of Honor recipient 1st LT Garlin Murl Conner: ""Although he died 20 years ago today, he takes his r… https://t.co/wRXy1YOreh",@FoxNews
0.743,50,Tue Jun 26 19:40:49 +0000 2018,0.0,0.717,0.283,".@POTUS presents the Medal of Honor to Pauline Conner, widow of 1st LT Garlin Murl Conner. https://t.co/nPFamuw1qD https://t.co/Tg0i7T8SvW",@FoxNews
0.0,51,Tue Jun 26 19:38:30 +0000 2018,0.0,1.0,0.0,Blacktip shark mysteriously appears in Texas neighborhood. https://t.co/ZaRspCIaMA,@FoxNews
0.4939,52,Tue Jun 26 19:33:08 +0000 2018,0.154,0.513,0.333,OPINION: Supreme Court Trump travel ban decision is an important victory for our national security. https://t.co/SUjhrpckOI,@FoxNews
0.0,53,Tue Jun 26 19:17:00 +0000 2018,0.0,1.0,0.0,Democratic candidates revolt against Pelosi in House races across the country. https://t.co/TZTpc9PsRd,@FoxNews
-0.2732,54,Tue Jun 26 19:11:19 +0000 2018,0.104,0.896,0.0,JUST IN: 17 states and D.C. are suing the Trump administration over separation of families at the border.… https://t.co/8awYZL2ld9,@FoxNews
0.0,55,Tue Jun 26 19:05:00 +0000 2018,0.0,1.0,0.0,"Hackers are selling babies' personal data on the Dark Web.
https://t.co/kAXbrXX2mn",@FoxNews
0.5106,56,Tue Jun 26 19:00:03 +0000 2018,0.0,0.82,0.18,Rescue boat carrying hundreds of migrants allowed to dock in Malta after standoff with Italy https://t.co/HiT12hAVAx,@FoxNews
-0.3612,57,Tue Jun 26 18:55:00 +0000 2018,0.275,0.582,0.143,North Carolina firefighters help family struggling to fill pool by using fire hose https://t.co/14cGBcqibn,@FoxNews
0.7269,58,Tue Jun 26 18:50:00 +0000 2018,0.0,0.567,0.433,"Good Samaritan, police save would-be jumper from Wisconsin overpass https://t.co/oecm84bQJ6",@FoxNews
0.5267,59,Tue Jun 26 18:43:26 +0000 2018,0.184,0.459,0.357,Chief Justice Roberts on Supreme Court travel ban ruling @dailybriefing https://t.co/YJoYrCncJe https://t.co/ZysXFysi7g,@FoxNews
0.0,60,Tue Jun 26 18:40:00 +0000 2018,0.0,1.0,0.0,David Lynch pens letter to Trump: 'It's not too late to turn the ship around' https://t.co/IJofeAeYbC,@FoxNews
0.8158,61,Tue Jun 26 18:35:42 +0000 2018,0.0,0.623,0.377,"”I think most Americans would like increased border security.”

@LindseyGrahamSC reacts to the Supreme Court travel… https://t.co/PapGSz9OS3",@FoxNews
0.5574,62,Tue Jun 26 18:21:15 +0000 2018,0.0,0.825,0.175,"OPINION: Supreme Court NIFLA decision is major victory for pro-life groups and women, vindication for First Amendme… https://t.co/teV9Elhpx9",@FoxNews
0.4939,63,Tue Jun 26 18:16:28 +0000 2018,0.0,0.824,0.176,.@POTUS admin bids to save coal plant by forcing Arizona utility to buy its power https://t.co/6SwGkLQpyA,@FoxNews
-0.4939,64,Tue Jun 26 17:51:36 +0000 2018,0.122,0.878,0.0,"RT @FoxBusiness: .@POTUS: ""We're the bank. We're the bank that everybody wants to steal from and plunder. And it can't be that way anymore.…",@FoxNews
0.5984,65,Tue Jun 26 17:51:26 +0000 2018,0.0,0.698,0.302,"RT @FoxBusiness: .@POTUS: ""Tariffs can be a very positive thing."" https://t.co/tMKPay5m7S",@FoxNews
0.0,66,Tue Jun 26 17:50:00 +0000 2018,0.0,1.0,0.0,"'Cowards' placed boy, 7, underwater in bathtub as parents watch during home invasion, sheriff says (via @travfed) https://t.co/sDMPUSjZS1",@FoxNews
0.34,67,Tue Jun 26 17:43:58 +0000 2018,0.161,0.579,0.26,.@POTUS to present Medal of Honor to widow of World War II veteran Garlin Murl Conner https://t.co/7rh24QU5XA,@FoxNews
0.7003,68,Tue Jun 26 17:38:52 +0000 2018,0.0,0.691,0.309,"Veteran, fiancée win 'dream wedding' in auction after couple calls it quits (via @JaninePuhak) https://t.co/xK5K2D4fCX",@FoxNews
0.1531,69,Tue Jun 26 17:37:33 +0000 2018,0.0,0.89,0.11,.@POTUS: “I want people to come into our country because our country is doing so well… We need workers. So I want p… https://t.co/c8mVTx0w7f,@FoxNews
0.0,70,Tue Jun 26 17:27:00 +0000 2018,0.0,1.0,0.0,.@POTUS: “We need the border wall.” https://t.co/vC0LlK3xuU,@FoxNews
-0.1779,71,Tue Jun 26 17:26:19 +0000 2018,0.21,0.615,0.174,OPINION: @TomFitton: Maxine Waters should be investigated for encouraging violence against Trump officials https://t.co/JrhylQtKtZ,@FoxNews
-0.6249,72,Tue Jun 26 17:25:00 +0000 2018,0.24,0.76,0.0,.@POTUS: “We have the worst immigration laws in the history of the world.” https://t.co/wWlzhkhkJ6,@FoxNews
0.0,73,Tue Jun 26 17:10:50 +0000 2018,0.0,1.0,0.0,.@POTUS: “We’ve started the wall.” https://t.co/UCHxxcdbDg,@FoxNews
0.6369,74,Tue Jun 26 17:07:32 +0000 2018,0.0,0.755,0.245,".@POTUS: “I will always be defending the sovereignty, the safety and the security of the American people.” https://t.co/TwwTwQ82BT",@FoxNews
0.8074,75,Tue Jun 26 17:07:09 +0000 2018,0.0,0.657,0.343,".@POTUS: “Today’s Supreme Court ruling, just coming out, a tremendous success, a tremendous victory for the America… https://t.co/quDe6Li9Na",@FoxNews
0.0,76,Tue Jun 26 17:02:48 +0000 2018,0.209,0.581,0.209,.@POTUS delivers remarks after the Supreme Court upholds the travel ban. https://t.co/jI7FsRRhLR,@FoxNews
0.5574,77,Tue Jun 26 17:02:04 +0000 2018,0.0,0.816,0.184,"Earlier, Attorney General Jeff Sessions released a statement about the Supreme Court upholding the Trump travel ban… https://t.co/B5yJbpMZ6u",@FoxNews
-0.0772,78,Tue Jun 26 16:51:45 +0000 2018,0.178,0.667,0.156,Philippine President Rodrigo Duterte under fire after calling God ‘stupid’ https://t.co/rCiyrVExQy,@FoxNews
0.0,79,Tue Jun 26 16:46:30 +0000 2018,0.0,1.0,0.0,Oklahoma Democrat caught removing congressional opponent's campaign signs ahead of primary https://t.co/nHp31SDGka,@FoxNews
-0.4215,80,Tue Jun 26 16:35:45 +0000 2018,0.387,0.423,0.19,"Netherlands approves limited ban on Islamic veils, robes https://t.co/8MhXfm4w4r",@FoxNews
0.0,81,Tue Jun 26 16:24:28 +0000 2018,0.188,0.625,0.188,Expecting remarks from President @realDonaldTrump after Supreme Court votes to uphold travel ban https://t.co/b3uGCNRxJ3,@FoxNews
-0.6369,82,Tue Jun 26 16:22:06 +0000 2018,0.271,0.729,0.0,"Veteran protesting treatment by VA sets himself on fire near Georgia State Capitol, police say https://t.co/uXfVtUPFj4",@FoxNews
-0.34,83,Tue Jun 26 16:06:24 +0000 2018,0.112,0.888,0.0,Firefighters salute as a van carrying the body of Long Beach Fire Capt. Dave Rosa passes them during a procession o… https://t.co/h2ARS1V3MF,@FoxNews
0.0,84,Tue Jun 26 16:03:02 +0000 2018,0.155,0.69,0.155,"Moments ago, @SenSchumer released a statement about the Supreme Court upholding the Trump travel ban on some Muslim… https://t.co/x6RzfGDPmP",@FoxNews
0.0516,85,Tue Jun 26 15:56:41 +0000 2018,0.207,0.575,0.218,".@JudgeNap on SCOTUS Upholding Travel Ban: 'Ringing, Uncompromising' Win for Trump https://t.co/4uchKJLso1",@FoxNews
0.6705,86,Tue Jun 26 15:52:41 +0000 2018,0.0,0.703,0.297,"RT @FoxBusiness: Australia’s richest person to invest $2B in US, create 5,000 high-paying jobs https://t.co/w4SLboxWMp",@FoxNews
0.0,87,Tue Jun 26 15:52:33 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: American money flowing back into America
https://t.co/Qz66Xm0jCj",@FoxNews
0.5574,88,Tue Jun 26 15:52:23 +0000 2018,0.0,0.816,0.184,"Moments ago, the White House released a statement from President @realDonaldTrump about the U.S. Supreme Court upho… https://t.co/oTlodkUzm8",@FoxNews
0.5574,89,Tue Jun 26 15:37:07 +0000 2018,0.0,0.66,0.34,.@POTUS statement on Supreme Court ruling https://t.co/YJoYrCncJe https://t.co/u92IucAiyO,@FoxNews
0.0,90,Tue Jun 26 15:27:51 +0000 2018,0.237,0.526,0.237,Supreme Court upholds travel ban; @ShannonBream reports https://t.co/YJoYrCncJe @AmericaNewsroom https://t.co/nPgnItqZuk,@FoxNews
-0.0516,91,Tue Jun 26 15:21:28 +0000 2018,0.24,0.577,0.183,"JUST IN: Reality Winner, former NSA contractor who’s accused of leaking documents, pleaded guilty https://t.co/oiQ23zPF3c",@FoxNews
0.5574,92,Tue Jun 26 15:17:34 +0000 2018,0.0,0.783,0.217,".@Judgenap: “The trial courts are bound by the Supreme Court’s ruling today."" https://t.co/YJoYrCncJe… https://t.co/4BjaB5mcO6",@FoxNews
0.0,93,Tue Jun 26 15:11:54 +0000 2018,0.0,1.0,0.0,.@Judgenap: “If a person believes that they should not be subject to the order…you can make an application to an ap… https://t.co/QCid1PBh0e,@FoxNews
0.0,94,Tue Jun 26 15:06:57 +0000 2018,0.0,1.0,0.0,.@Judgenap: “Executive orders signed by Donald Trump and any subsequent president will be interpreted only on the b… https://t.co/6O7MRhl8hw,@FoxNews
0.0,95,Tue Jun 26 15:01:12 +0000 2018,0.209,0.581,0.209,.@Judgenap reacts to Supreme Court ruling on travel ban https://t.co/YJoYrCncJe @AmericaNewsroom https://t.co/4XvwSzBbN6,@FoxNews
-0.4767,96,Tue Jun 26 14:58:13 +0000 2018,0.324,0.541,0.135,.@POTUS travel ban: Timeline of a legal journey https://t.co/LtKm2Lur4i,@FoxNews
0.0,97,Tue Jun 26 14:55:45 +0000 2018,0.155,0.69,0.155,"Moments ago, Rep. @keithellison released a statement about the Supreme Court upholding the Trump travel ban on some… https://t.co/f8OYb5oXvx",@FoxNews
0.0,98,Tue Jun 26 14:44:52 +0000 2018,0.0,1.0,0.0,.@CHueyBurns on @POTUS: “I’m wondering if he will even try to go further with this.” https://t.co/YJoYrCncJe… https://t.co/Fo4rGFOQpx,@FoxNews
0.0,99,Tue Jun 26 14:39:21 +0000 2018,0.198,0.604,0.198,Marie Harf reacts to Supreme Court ruling on travel ban https://t.co/YJoYrCncJe @AmericaNewsroom https://t.co/46wiVXOd61,@FoxNews
0.0,0,Wed Jun 27 01:16:04 +0000 2018,0.0,1.0,0.0,New York election live results https://t.co/W1brYeuDiQ,@NYTimes
0.0,1,Wed Jun 27 01:02:06 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/D8N8myKu0V,@NYTimes
0.0,2,Wed Jun 27 00:47:03 +0000 2018,0.0,1.0,0.0,"Breweries throw out millions of pounds of used grain every day, but in a commercial kitchen in Long Island City, Qu… https://t.co/7E9A7rx6uD",@NYTimes
0.0,3,Wed Jun 27 00:37:01 +0000 2018,0.0,1.0,0.0,"Mississippi election live results
https://t.co/8mw98cxWn2",@NYTimes
0.0,4,Wed Jun 27 00:26:06 +0000 2018,0.0,1.0,0.0,Oklahoma election live results https://t.co/n9yRdqFHeI,@NYTimes
-0.7783,5,Wed Jun 27 00:17:07 +0000 2018,0.254,0.746,0.0,RT @nytimesworld: A Japanese blogger had just finished a talk about dealing with Internet trolls when he was stabbed to death by a man susp…,@NYTimes
0.0,6,Wed Jun 27 00:00:06 +0000 2018,0.0,1.0,0.0,"Kevin Moore, a black firefighter in Oakland, has had the following happen to him while on duty in recent weeks: Res… https://t.co/nMHWUjWyZV",@NYTimes
0.0,7,Tue Jun 26 23:47:06 +0000 2018,0.0,1.0,0.0,"South Carolina primary runoff election live results
https://t.co/lZkuM0HmEi",@NYTimes
0.0,8,Tue Jun 26 23:41:43 +0000 2018,0.0,1.0,0.0,"RT @nytgraphics: Live results for elections in 7 states:

New York https://t.co/hra5Ctq5eO
Colorado https://t.co/4Ym66gWYJL
Maryland https:…",@NYTimes
0.0,9,Tue Jun 26 23:32:04 +0000 2018,0.0,1.0,0.0,General Electric is bidding farewell to its days as a conglomerate. Its CEO is radically reshaping it into a “simpl… https://t.co/bY7OhDHWbZ,@NYTimes
-0.4215,10,Tue Jun 26 23:17:03 +0000 2018,0.113,0.887,0.0,RT @nytpolitics: “What we’re seeing here is the standard process of Trump launching a series of lies into our media ecosystem and then watc…,@NYTimes
